"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"w";"Voltage";"Y"
-39;73;-30;-26;115;-91;-41;-70;41;-84;-21;-88;84;-49;115;0;-117;-98;89;114;59;13;-85;-105;0.86;0.128240092017924
-39;73;-30;-26;115;-91;-41;-70;41;-84;-21;-88;84;-49;115;0;-117;-98;89;114;59;13;-85;-105;0.84;0.180701728630678
-39;73;-30;-26;115;-91;-41;-70;41;-84;-21;-88;84;-49;115;0;-117;-98;89;114;59;13;-85;-105;0.82;0.22485496935161
-39;73;-30;-26;115;-91;-41;-70;41;-84;-21;-88;84;-49;115;0;-117;-98;89;114;59;13;-85;-105;0.8;0.290533649591748
-39;73;-30;-26;115;-91;-41;-70;41;-84;-21;-88;84;-49;115;0;-117;-98;89;114;59;13;-85;-105;0.78;0.337894392710314
-39;73;-30;-26;115;-91;-41;-70;41;-84;-21;-88;84;-49;115;0;-117;-98;89;114;59;13;-85;-105;0.76;0.443923288124667
-39;73;-30;-26;115;-91;-41;-70;41;-84;-21;-88;84;-49;115;0;-117;-98;89;114;59;13;-85;-105;0.74;0.563791796442525
-39;73;-30;-26;115;-91;-41;-70;41;-84;-21;-88;84;-49;115;0;-117;-98;89;114;59;13;-85;-105;0.72;0.747663438940635
-39;73;-30;-26;115;-91;-41;-70;41;-84;-21;-88;84;-49;115;0;-117;-98;89;114;59;13;-85;-105;0.7;1
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;1;0
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.98;5.20802038826347E-08
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.96;6.9495510705986E-08
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.94;7.817303382904E-08
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.92;0.004029867267174
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.9;0.008045132096174
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.88;0.012075423639242
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.86;0.019930243962877
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.84;0.040822625968728
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.82;0.059258516985148
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.8;0.092544525172579
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.78;0.118147651468135
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.76;0.141777150296891
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.74;0.240313281670983
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.72;0.519672960969319
29;22;-5;-22;4;-27;-62;-97;-1;62;-127;71;-125;-11;-20;-29;20;-38;-119;75;-7;8;-119;74;0.7;1
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;1;2.24594846650358E-09
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.98;0.006730759542316
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.96;0.012123255330447
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.94;0.027757171076752
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.92;0.050150594459722
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.9;0.05824000417577
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.88;0.13821562828732
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.86;0.215703581869065
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.84;0.246658867596963
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.82;0.320419894653591
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.8;0.384401885949342
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.78;0.512007272510922
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.76;0.622640805798702
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.74;0.733166892879067
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.72;0.833085231017756
19;-17;-83;62;-121;111;41;93;90;-61;-43;-28;-66;99;122;104;13;48;43;46;-111;25;-17;-100;0.7;1
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;1;6.84918321656482E-10
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.98;6.84918321656482E-10
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.96;1.50697319005064E-06
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.94;0.001244094081149
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.92;0.004592061572755
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.9;0.005139377321903
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.88;0.012171578391327
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.86;0.020814279082754
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.84;0.037396080901137
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.82;0.059356853969805
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.8;0.083593493443528
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.78;0.148374257050788
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.76;0.237736929564881
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.74;0.36091283753364
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.72;0.603712310829756
105;-59;126;79;-23;126;-56;121;-117;125;25;-75;101;-33;91;-94;-115;-30;76;82;-42;25;39;-21;0.7;1
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;1;0
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.98;0.00075288892894
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.96;0.003094329261679
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.94;0.007754123656815
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.92;0.013060454679863
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.9;0.023325443088989
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.88;0.04453401985915
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.86;0.07281049614977
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.84;0.122125325063074
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.82;0.151499159283093
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.8;0.191211229339032
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.78;0.295109792772287
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.76;0.369157924127058
-74;78;-40;-28;-55;-77;-32;-41;95;-66;-94;31;-48;-108;-48;-100;-34;3;126;-113;-4;-6;-102;-107;0.74;0.460925341081851
